PU_Borough,DO_Borough,pickup_ampm,pickup_hour,pickup_min_block,avg_duration,var_duration,TLI,avg_passenger_count,avg_trip_distance,avg_total_amount
Staten Island,Brooklyn,PM,7,15,52,966,0.31,1.0,15.38,65.75
Brooklyn,Staten Island,PM,2,45,47,1483,0.52,1.0,15.27,62.86
Manhattan,Brooklyn,PM,2,45,33,808,0.41,1.4003031555739287,6.64,35.16
Staten Island,Manhattan,AM,1,45,44,0,0.0,1.0,0.0,75.55
Brooklyn,EWR,AM,8,15,41,553,0.23,3.0,15.93,105.69
Queens,Brooklyn,AM,2,30,25,670,0.45,1.373283395755306,14.02,47.66
Brooklyn,Staten Island,PM,3,0,58,1237,0.35,1.0,14.43,59.45
Manhattan,Queens,AM,11,30,33,893,0.45,1.4856720032288444,11.81,52.21
Queens,Queens,AM,9,0,15,1506,1.71,1.3713465553235908,5.54,27.15
Staten Island,Brooklyn,PM,3,45,49,588,0.2,1.0,20.2,66.84
Staten Island,Queens,AM,12,30,39,0,0.0,1.0,0.0,69.55
Manhattan,Bronx,AM,9,30,26,702,0.45,1.3669001751313483,8.08,33.83
Queens,EWR,PM,12,15,68,1014,0.25,1.6344086021505375,33.32,141.96
Queens,Manhattan,PM,4,45,48,1021,0.35,1.545925361766946,14.97,64.39
Manhattan,Queens,PM,9,15,24,837,0.58,1.3735600044737726,6.96,33.58
Bronx,Queens,AM,4,30,25,629,0.42,1.0833333333333333,8.56,46.32
Bronx,Manhattan,PM,12,15,35,1139,0.55,1.06,5.84,33.58
Queens,Queens,AM,8,45,16,1252,1.3,1.3917722381146982,5.76,29.2
Brooklyn,Staten Island,AM,12,15,26,1224,0.8,1.1666666666666667,5.46,43.03
Bronx,Staten Island,PM,8,30,57,0,0.0,1.0,0.0,91.5
Brooklyn,Manhattan,PM,7,30,25,685,0.46,1.4734939759036143,5.45,30.43
Queens,Manhattan,PM,5,0,47,1060,0.37,1.544761127503296,14.65,64.02
EWR,EWR,PM,3,0,1,173,3.86,1.8583333333333336,0.31,95.85
Queens,EWR,AM,10,0,60,773,0.21,1.6153846153846154,31.74,141.76
Bronx,Manhattan,AM,10,0,30,958,0.53,1.1041666666666667,5.68,31.61
Brooklyn,Bronx,PM,3,30,72,1349,0.31,1.1388888888888888,6.69,53.29
Manhattan,EWR,PM,10,15,34,325,0.16,1.4736842105263157,18.25,103.78
Bronx,Brooklyn,PM,3,30,78,1198,0.26,1.0,3.71,61.44
Manhattan,Queens,AM,7,0,30,890,0.5,1.4440972997098862,53.74,54.53
EWR,Manhattan,PM,7,15,44,0,0.0,1.0,19.51,75.3
EWR,EWR,PM,2,45,1,187,5.59,1.9132075471698111,0.4,99.9
Queens,Manhattan,AM,2,30,27,513,0.31,1.4428672817601136,15.89,62.97
Manhattan,Manhattan,PM,2,45,13,397,0.5,1.3986656603653982,2.9,15.94
Manhattan,Manhattan,PM,3,0,14,394,0.48,1.4057036913259011,3.94,16.12
Manhattan,Queens,AM,6,45,28,797,0.47,1.4503493013972055,21.75,54.83
Staten Island,Manhattan,PM,4,0,86,1745,0.34,1.0,13.65,85.41
Queens,Brooklyn,PM,4,30,45,771,0.29,1.3968745790111814,13.44,52.29
Brooklyn,Bronx,AM,12,45,35,684,0.32,1.0625,11.82,56.56
Staten Island,Queens,AM,8,0,82,1695,0.34,1.0,20.94,76.02
EWR,Manhattan,AM,5,0,25,864,0.58,1.5,11.0,58.42
Brooklyn,Queens,PM,1,0,38,932,0.41,1.3346303501945525,11.72,46.71
Staten Island,Queens,AM,7,45,87,1818,0.35,1.0,18.78,83.92
EWR,EWR,AM,12,15,1,65,1.53,1.25,0.0,129.74
Bronx,Brooklyn,AM,12,45,39,561,0.24,1.2857142857142858,22.52,54.0
Queens,Bronx,AM,10,15,32,1512,0.79,1.4300411522633745,14.43,53.63
Manhattan,Staten Island,AM,8,30,43,757,0.29,1.156862745098039,17.93,73.01
Staten Island,Manhattan,PM,3,45,76,1403,0.31,1.0,16.15,76.34
Queens,EWR,AM,5,15,49,679,0.23,1.8461538461538465,30.95,141.16
Manhattan,Brooklyn,PM,2,30,32,889,0.47,1.4092536885832976,6.6,34.38
Brooklyn,EWR,AM,7,45,41,643,0.26,2.3,16.92,94.91
Staten Island,Manhattan,AM,1,30,48,168,0.06,1.0,0.0,74.55
Brooklyn,Queens,AM,10,15,34,916,0.45,1.2317073170731707,10.59,43.28
Brooklyn,Staten Island,PM,2,30,58,912,0.26,1.0,18.91,63.66
Brooklyn,EWR,AM,8,0,38,530,0.23,2.142857142857143,16.03,109.35
Staten Island,Brooklyn,PM,7,0,40,1077,0.45,1.0,15.17,70.07
Staten Island,Staten Island,AM,9,30,25,2072,1.36,1.1904761904761905,2.2,37.78
Bronx,Queens,PM,6,30,40,1321,0.55,1.1470588235294117,9.31,47.27
Bronx,Manhattan,AM,5,15,30,672,0.37,1.0078740157480317,8.67,45.77
Manhattan,Queens,PM,8,45,25,561,0.37,1.3685590515275878,7.49,35.86
Staten Island,Brooklyn,AM,4,30,29,172,0.1,1.0,0.0,44.32
Bronx,Bronx,AM,1,15,6,420,1.16,1.2682926829268293,1.32,27.13
Brooklyn,Staten Island,AM,11,45,35,917,0.43,1.0,9.9,54.14
Bronx,Brooklyn,AM,8,15,54,994,0.31,1.0253164556962024,13.52,59.95
Brooklyn,Bronx,AM,8,15,61,2584,0.7,1.0769230769230769,15.7,56.29
Bronx,Manhattan,PM,12,0,37,1668,0.76,1.1418685121107266,6.21,34.48
Queens,Manhattan,PM,4,30,48,968,0.34,1.5418176328502415,18.08,64.24
Queens,EWR,PM,12,0,68,1029,0.25,1.6231884057971016,33.59,151.18
EWR,Staten Island,PM,2,15,21,0,0.0,1.0,10.5,49.2
Manhattan,Brooklyn,AM,11,45,29,1294,0.75,1.4064935064935065,6.78,35.03
Manhattan,Queens,PM,9,0,25,1017,0.68,1.3568414038205243,7.29,34.9
Queens,Queens,AM,8,30,17,1544,1.47,1.3645819262461163,6.09,28.75
Manhattan,EWR,AM,3,15,28,587,0.35,1.6120218579234973,17.2,94.54
Brooklyn,Staten Island,AM,12,0,38,479,0.21,1.0,5.98,57.02
Manhattan,Queens,AM,6,30,27,677,0.41,1.4519394351820347,29.01,55.1
EWR,EWR,PM,2,30,3,1651,8.64,1.8818565400843883,0.79,103.88
Staten Island,EWR,AM,4,15,21,0,0.0,2.0,14.93,96.91
Queens,Brooklyn,AM,9,15,36,1268,0.58,1.3650413002930988,12.79,46.75
EWR,Manhattan,PM,6,45,59,0,0.0,1.0,19.8,96.05
Queens,Bronx,PM,12,15,35,1959,0.93,1.35989010989011,14.82,56.59
Staten Island,Queens,PM,9,45,30,0,0.0,1.0,0.0,60.55
Manhattan,EWR,PM,10,0,35,517,0.25,1.5135135135135136,17.09,95.67
Staten Island,Brooklyn,AM,12,45,27,221,0.14,1.0,0.0,47.35
EWR,Manhattan,PM,7,0,29,1405,0.81,1.0,15.43,101.22
Manhattan,Manhattan,PM,2,30,13,343,0.42,1.3926987817823384,3.43,16.07
Bronx,Manhattan,PM,7,15,21,693,0.54,1.1891891891891893,4.69,24.71
Brooklyn,Queens,PM,12,15,38,1031,0.45,1.308641975308642,10.83,47.07
Queens,Bronx,AM,10,0,33,887,0.45,1.367170626349892,14.85,54.85
Queens,EWR,PM,7,15,62,944,0.25,1.475409836065574,34.23,153.94
EWR,EWR,AM,12,0,0,3,0.19,1.75,0.0,67.73
Brooklyn,Bronx,AM,12,30,31,320,0.17,1.1428571428571428,8.19,46.69
EWR,EWR,AM,11,45,1,486,5.79,1.7169811320754718,1.45,109.15
Bronx,EWR,PM,3,0,55,0,0.0,1.0,26.4,120.05
Staten Island,Manhattan,PM,3,30,74,1177,0.26,1.0,8.95,90.95
Manhattan,Manhattan,AM,11,45,13,581,0.74,1.3720098466701256,3.81,15.8
Staten Island,Queens,AM,7,30,92,3753,0.68,1.0,10.99,79.39
Manhattan,Brooklyn,AM,7,15,26,666,0.43,1.2850267379679143,21.59,33.71
Bronx,Brooklyn,AM,12,30,37,342,0.15,1.0,5.43,54.74
Manhattan,Bronx,PM,10,15,24,550,0.38,1.367816091954023,8.9,34.89
Brooklyn,Staten Island,AM,7,15,31,523,0.28,1.0,17.95,57.76
Brooklyn,EWR,PM,9,45,45,0,0.0,1.0,17.72,99.06
Brooklyn,EWR,AM,7,30,46,803,0.29,1.0,14.22,92.99
Staten Island,Brooklyn,PM,6,30,55,1299,0.39,1.0,15.32,63.95
Bronx,Manhattan,AM,4,45,28,829,0.5,1.1012658227848102,6.98,40.12
Queens,EWR,AM,5,0,45,665,0.25,1.3636363636363635,28.25,133.74
Bronx,Manhattan,AM,5,0,28,846,0.51,1.04,7.74,40.86
Bronx,Bronx,PM,3,15,20,1059,0.87,1.1794871794871795,377.93,21.66
Manhattan,EWR,PM,5,15,54,1062,0.33,1.6292749658002736,153.65,103.5
Brooklyn,Queens,AM,10,0,34,1116,0.54,1.273148148148148,10.99,46.63
Staten Island,Manhattan,AM,12,45,44,551,0.21,1.0,1.33,74.98
EWR,Brooklyn,PM,6,30,59,434,0.12,1.0,27.66,153.49
Queens,Manhattan,AM,9,15,40,1592,0.66,1.4923618037692268,12.98,57.93
Brooklyn,Brooklyn,PM,1,15,18,1012,0.96,1.269174041297935,2.64,19.05
Queens,EWR,AM,4,45,45,355,0.13,1.4545454545454546,29.4,129.07
Brooklyn,Bronx,AM,7,45,79,1647,0.35,1.0,15.0,63.59
Manhattan,Manhattan,AM,7,15,10,521,0.86,1.2706652308811888,7.64,15.03
Bronx,Brooklyn,AM,8,0,60,1031,0.29,0.9871794871794872,11.64,63.1
Bronx,Bronx,AM,1,0,6,478,1.3,1.361344537815126,1.29,23.91
Bronx,Brooklyn,AM,7,45,63,1118,0.3,1.0,13.76,60.56
Manhattan,EWR,AM,2,45,28,317,0.19,1.7916666666666667,16.66,93.88
Brooklyn,Bronx,AM,8,0,71,2592,0.61,1.0,15.1,59.63
Brooklyn,Staten Island,AM,11,30,42,1029,0.41,1.0,16.86,58.13
Queens,Bronx,AM,5,15,31,930,0.5,1.3945945945945946,19.67,67.19
EWR,EWR,AM,7,15,1,85,2.21,1.7261904761904765,0.66,97.94
Manhattan,EWR,AM,3,0,27,375,0.23,1.6610169491525424,16.7,91.73
Manhattan,Queens,PM,8,30,27,977,0.61,1.3569015987390227,23.75,37.57
Manhattan,Brooklyn,AM,11,30,29,806,0.46,1.3769820971867008,11.52,34.47
Brooklyn,Staten Island,PM,9,15,39,2313,1.0,1.181818181818182,8.87,51.97
Brooklyn,Manhattan,PM,1,15,30,963,0.54,1.3443344334433442,128.51,32.22
Queens,Brooklyn,AM,9,0,37,1442,0.65,1.3770620581304007,12.96,47.47
Staten Island,Manhattan,AM,8,15,96,2623,0.46,1.0,16.73,86.34
Queens,Bronx,PM,12,0,37,1026,0.46,1.3932253313696612,14.71,56.38
Queens,Brooklyn,AM,8,45,38,1397,0.61,1.368217054263566,13.17,48.27
Bronx,Staten Island,PM,2,15,71,491,0.11,1.0,22.17,89.37
EWR,Manhattan,PM,6,30,63,1048,0.28,1.0,9.85,90.26
Staten Island,Staten Island,PM,10,15,8,639,1.27,1.2727272727272727,3.97,24.91
Manhattan,Brooklyn,PM,9,15,25,744,0.49,1.3766958818585664,6.54,33.05
Manhattan,Bronx,AM,3,15,23,590,0.43,1.3478260869565215,9.71,34.61
Bronx,Manhattan,PM,7,0,25,1035,0.7,1.3461538461538465,4.77,26.17
Queens,Staten Island,AM,4,15,41,586,0.24,1.6666666666666667,26.51,92.87
Brooklyn,Queens,PM,12,0,37,1189,0.53,1.2857142857142858,10.55,45.58
Queens,EWR,PM,7,0,61,748,0.2,1.6933333333333334,36.04,148.01
Brooklyn,Staten Island,AM,7,0,35,188,0.09,1.0,16.3,55.55
Queens,EWR,PM,6,45,62,982,0.26,1.5057471264367817,35.0,155.09
EWR,EWR,AM,11,30,1,219,4.6,1.5340909090909092,0.76,98.97
Manhattan,Manhattan,AM,11,30,13,591,0.74,1.3720039186804969,2.46,16.93
Bronx,Manhattan,PM,6,45,23,740,0.53,1.2884615384615383,4.66,27.57
Manhattan,Bronx,PM,10,0,24,1148,0.8,1.3400990099009902,8.92,34.96
Manhattan,Brooklyn,AM,7,0,25,699,0.46,1.2462372065021072,7.45,33.21
Manhattan,Brooklyn,AM,6,45,24,747,0.52,1.2589984350547732,7.55,33.23
Manhattan,Manhattan,PM,9,15,11,496,0.73,1.454985444651623,3.59,16.22
Manhattan,Staten Island,AM,2,15,38,463,0.2,1.2045454545454546,20.13,83.03
Staten Island,Brooklyn,AM,7,45,32,180,0.09,1.0,14.34,45.7
Manhattan,EWR,PM,5,0,55,1058,0.32,1.607667731629393,17.18,104.69
Bronx,Manhattan,AM,4,30,21,496,0.39,1.027027027027027,4.64,34.25
EWR,EWR,PM,9,15,0,25,1.37,1.8148148148148149,0.7,96.61
Brooklyn,Bronx,PM,9,45,48,1215,0.43,1.125,8.29,53.0
Queens,Bronx,PM,7,15,32,1227,0.64,1.4408713692946058,16.14,57.7
Queens,Manhattan,AM,9,0,42,1656,0.66,1.4959353999566445,13.14,58.38
Queens,Manhattan,AM,8,45,44,1702,0.64,1.4897652920343358,21.23,59.56
Queens,EWR,AM,4,30,45,414,0.15,1.6,29.29,138.19
Bronx,Brooklyn,PM,9,45,43,923,0.36,1.0833333333333333,11.9,60.74
Manhattan,EWR,PM,4,45,57,1119,0.33,1.6114359974009096,17.23,104.98
Staten Island,Manhattan,AM,12,30,49,418,0.14,1.0,0.0,74.76
Brooklyn,Brooklyn,PM,1,0,19,853,0.76,1.2224561403508771,2.64,18.82
Bronx,Bronx,PM,3,0,18,884,0.83,1.2040816326530612,2.13,20.89
Queens,Bronx,AM,5,0,30,426,0.24,1.304054054054054,19.09,66.33
Bronx,Bronx,AM,12,15,7,544,1.24,1.3439490445859872,1.69,24.5
Manhattan,Bronx,PM,5,15,38,1259,0.56,1.4252793296089383,7.8,37.18
Staten Island,Staten Island,AM,3,15,5,436,1.59,1.0,3.2,76.45
Manhattan,Manhattan,AM,6,45,9,434,0.83,1.244552156185024,12.13,14.17
EWR,EWR,AM,7,0,0,29,1.5,1.9350649350649352,0.5,109.9
Bronx,Brooklyn,AM,7,30,58,1042,0.3,1.0,14.0,61.47
Brooklyn,Queens,PM,7,15,33,981,0.49,1.186206896551724,55.3,39.56
Manhattan,EWR,AM,2,30,29,445,0.26,1.9565217391304348,17.17,97.0
Brooklyn,Brooklyn,AM,10,15,19,858,0.75,1.1884176182707993,2.78,19.69
Brooklyn,Bronx,AM,7,30,84,1897,0.38,1.0,17.23,63.29
Manhattan,Manhattan,AM,7,0,9,459,0.81,1.258401204172598,9.99,14.65
Queens,Bronx,AM,4,45,30,354,0.2,1.2743362831858407,18.08,62.41
EWR,EWR,AM,6,45,0,35,1.4,1.4337349397590362,0.04,103.55
Manhattan,Bronx,AM,2,45,23,613,0.45,1.377701934015927,9.53,34.7
Manhattan,Brooklyn,PM,9,0,26,728,0.47,1.3785630006831024,6.57,33.16
Manhattan,Brooklyn,PM,8,45,26,923,0.6,1.37786111470322,6.53,33.22
Bronx,Staten Island,PM,1,45,76,355,0.08,1.0,13.32,91.92
Staten Island,Bronx,PM,6,15,75,1210,0.27,1.0,20.93,135.53
Staten Island,Staten Island,PM,10,0,14,906,1.05,1.2222222222222223,1.46,46.12
Brooklyn,Queens,AM,5,0,25,520,0.35,1.1923076923076923,705.24,46.54
Queens,Brooklyn,AM,8,30,41,1358,0.56,1.3689400164338537,21.32,49.82
Bronx,Staten Island,PM,2,0,94,0,0.0,1.0,32.1,81.1
Brooklyn,Queens,AM,4,45,24,814,0.55,1.0857142857142856,752.64,43.68
Queens,Staten Island,PM,6,15,59,1000,0.28,1.4938271604938271,26.19,89.55
Brooklyn,Staten Island,PM,8,45,-148,10634,-1.2,1.0,10.65,61.42
Staten Island,Manhattan,AM,7,45,96,3052,0.53,1.0,16.63,79.87
Manhattan,Bronx,AM,3,0,23,1471,1.07,1.3364817001180638,9.39,34.45
Brooklyn,Manhattan,PM,1,0,31,1001,0.54,1.3627450980392155,134.14,33.67
Staten Island,Manhattan,AM,8,0,82,1366,0.28,1.0,18.84,88.67
Brooklyn,Staten Island,PM,9,0,33,1048,0.52,1.1538461538461535,8.83,49.93
Brooklyn,Manhattan,AM,10,15,33,1000,0.51,1.162291169451074,5.91,35.15
Manhattan,Brooklyn,AM,6,30,25,995,0.67,1.2517985611510791,7.71,33.42
Queens,Staten Island,AM,3,45,34,129,0.06,1.3333333333333333,25.8,89.62
Bronx,Staten Island,AM,11,15,103,934,0.15,1.0,22.64,123.03
Queens,Staten Island,AM,4,0,45,658,0.24,2.0,27.39,96.51
Staten Island,Brooklyn,PM,9,45,46,48,0.02,3.0,9.5,52.72
Queens,EWR,PM,6,30,66,957,0.24,1.6153846153846154,34.28,154.0
Bronx,Manhattan,PM,6,30,27,1025,0.62,1.320754716981132,5.08,29.23
Manhattan,Staten Island,PM,4,15,66,1115,0.28,0.9696969696969696,11.79,88.34
Brooklyn,Staten Island,AM,6,30,33,741,0.37,1.0,15.39,72.34
Manhattan,Manhattan,PM,8,45,11,529,0.78,1.4383248304603058,3.77,16.08
Manhattan,Manhattan,PM,9,0,11,588,0.87,1.4487147121969748,4.59,16.21
Brooklyn,Brooklyn,PM,12,15,19,866,0.76,1.2767162066525124,2.69,20.15
Manhattan,Staten Island,AM,2,0,38,578,0.25,1.4242424242424243,16.59,74.63
Manhattan,EWR,PM,4,30,58,1125,0.33,1.6788194444444444,17.11,105.1
Queens,Bronx,PM,6,45,34,1113,0.54,1.3987975951903808,15.88,56.98
Bronx,Bronx,PM,2,30,19,941,0.81,1.2094972067039107,2.38,19.38
Queens,Staten Island,PM,10,30,43,563,0.22,1.4696969696969695,25.5,89.97
EWR,EWR,PM,8,45,0,23,1.17,1.6938775510204085,0.69,93.58
Bronx,Brooklyn,PM,9,30,41,868,0.36,1.0,11.81,61.77
Staten Island,Queens,AM,1,15,48,0,0.0,1.0,0.0,75.55
Queens,Manhattan,AM,8,30,47,1534,0.55,1.4819511619676773,19.22,60.56
Queens,Bronx,PM,7,0,31,1450,0.78,1.4542651593011304,15.78,57.27
EWR,EWR,PM,9,0,0,39,1.83,1.35,0.0,97.14
Brooklyn,Bronx,PM,9,30,41,887,0.36,1.0833333333333333,9.19,60.27
Manhattan,Staten Island,AM,1,45,36,589,0.27,1.4666666666666666,19.15,78.29
Staten Island,Staten Island,PM,5,15,35,2526,1.19,1.1333333333333333,1.86,50.94
Brooklyn,Queens,PM,7,0,31,766,0.41,1.2654320987654322,9.14,41.41
Staten Island,Staten Island,AM,3,0,2,231,1.86,1.2,0.28,36.12
Bronx,Bronx,AM,11,45,14,3137,3.72,1.2045454545454546,2.54,20.63
Staten Island,Manhattan,PM,9,45,44,0,0.0,1.0,25.3,45.31
Staten Island,Staten Island,AM,2,45,0,7,0.26,1.0,0.26,16.24
Queens,Bronx,AM,4,30,28,400,0.24,1.5070422535211268,17.57,60.86
Bronx,Bronx,AM,12,0,7,417,1.05,1.1726190476190477,1.76,21.55
Manhattan,Bronx,PM,5,0,40,1152,0.48,1.3625815808556925,7.8,38.54
Manhattan,Manhattan,AM,6,30,9,504,0.96,1.248952590959206,13.84,14.48
EWR,EWR,AM,6,30,1,367,5.09,1.4731182795698925,0.37,88.07
Brooklyn,EWR,AM,1,15,29,191,0.11,3.5,20.94,116.22
Manhattan,Bronx,PM,4,45,39,1159,0.49,1.377488514548239,9.15,36.84
EWR,Staten Island,PM,12,45,10,0,0.0,2.0,7.13,17.05
Brooklyn,Brooklyn,AM,10,0,19,881,0.76,1.154781199351702,2.64,19.76
Queens,Queens,PM,4,15,18,917,0.84,1.4286814540973505,10.97,32.99
Brooklyn,Queens,PM,6,45,35,918,0.44,1.337209302325581,9.58,42.34
Brooklyn,Staten Island,PM,8,30,32,916,0.48,1.0,7.4,58.65
Bronx,Staten Island,PM,1,30,119,661,0.09,1.0,13.15,91.5
Bronx,EWR,AM,7,0,45,0,0.0,1.0,26.72,119.53
Queens,Staten Island,PM,5,45,67,1662,0.41,1.625,26.55,89.58
Queens,Staten Island,PM,6,0,59,1178,0.33,1.540983606557377,25.99,90.26
Staten Island,Bronx,PM,6,0,76,0,0.0,1.0,0.0,95.5
Queens,Queens,AM,2,0,15,1827,1.98,1.4079344545062529,5.83,24.2
Staten Island,Manhattan,AM,7,30,104,3595,0.58,1.0,10.42,81.88
Queens,Queens,AM,1,45,14,1030,1.26,1.4183185235816815,43.89,24.51
Brooklyn,Queens,AM,4,30,23,474,0.35,1.3448275862068966,10.31,43.69
Manhattan,Queens,PM,2,15,45,954,0.36,1.5113362946511195,15.57,57.37
Brooklyn,Manhattan,PM,12,15,30,1754,0.99,1.3617256637168142,72.38,32.91
Staten Island,Bronx,PM,5,45,65,729,0.19,1.0,20.84,86.99
Manhattan,Brooklyn,PM,8,30,26,810,0.51,1.3579398557626887,6.48,33.2
Bronx,Staten Island,AM,10,45,67,838,0.21,1.0,14.7,80.68
Manhattan,Staten Island,PM,3,45,66,1967,0.49,1.3529411764705883,17.5,83.09
Bronx,Staten Island,AM,11,0,62,0,0.0,1.0,8.1,81.75
Brooklyn,Brooklyn,AM,5,15,14,636,0.77,1.180602006688963,2.73,25.03
Manhattan,EWR,AM,9,15,33,552,0.28,1.6843853820598007,17.29,97.03
Staten Island,Queens,PM,3,15,57,300,0.09,1.0,8.9,80.56
Queens,Staten Island,AM,3,30,33,212,0.11,0.8333333333333334,24.27,83.01
Manhattan,Staten Island,PM,4,0,71,1689,0.4,1.162162162162162,14.81,84.93
Bronx,Bronx,AM,7,15,22,851,0.65,1.0567164179104478,3.56,23.05
Brooklyn,Manhattan,AM,10,0,31,1033,0.55,1.2192262602579131,486.57,33.39
Manhattan,Staten Island,AM,1,30,40,951,0.39,1.1891891891891893,20.55,72.75
Staten Island,Queens,AM,1,0,40,0,0.0,1.0,0.0,74.55
Queens,Bronx,PM,6,30,37,1178,0.53,1.4357976653696498,16.23,59.81
Brooklyn,Brooklyn,PM,12,0,19,1458,1.3,1.2389758179231865,2.75,19.98
Brooklyn,EWR,PM,3,15,69,1259,0.31,1.7272727272727273,16.33,105.1
Staten Island,Staten Island,PM,4,45,21,1528,1.19,1.2692307692307692,2.27,36.4
Staten Island,Staten Island,PM,5,0,29,1707,0.99,1.625,2.97,52.26
EWR,EWR,PM,8,30,1,268,4.3,1.4523809523809523,1.52,108.33
Manhattan,Manhattan,PM,8,30,11,509,0.74,1.43191402654847,3.96,16.07
Staten Island,Manhattan,PM,9,30,49,0,0.0,1.0,14.5,81.5
Brooklyn,Manhattan,AM,5,15,30,895,0.49,1.073426573426573,6.08,36.79
Brooklyn,Queens,PM,6,30,34,899,0.44,1.3922651933701655,9.22,43.33
Staten Island,Staten Island,AM,2,30,4,355,1.45,1.0,1.33,21.73
Manhattan,Bronx,PM,4,30,41,1209,0.49,1.3507936507936509,7.58,37.79
Queens,Queens,PM,4,0,19,1074,0.93,1.416297281323877,5.84,34.11
Bronx,Bronx,AM,11,30,18,942,0.87,1.221662468513854,2.44,21.39
Queens,Queens,PM,3,45,18,842,0.76,1.430170535647209,5.92,31.29
EWR,Staten Island,PM,12,30,19,0,0.0,2.0,9.93,40.55
Bronx,Bronx,PM,9,15,11,732,1.12,1.3206106870229009,2.33,26.97
Brooklyn,Brooklyn,PM,7,15,14,683,0.83,1.3296344647519582,2.32,18.58
Manhattan,Queens,PM,2,0,44,963,0.37,1.530222829334927,34.14,57.52
Brooklyn,Bronx,AM,1,15,31,651,0.35,1.0,12.73,57.25
Manhattan,Queens,PM,1,45,42,884,0.35,1.5208293153326904,13.15,57.11
Bronx,Staten Island,PM,12,45,73,0,0.0,1.0,28.4,87.65
Bronx,Brooklyn,AM,1,15,36,567,0.26,1.0,6.81,57.01
Queens,Queens,AM,1,30,13,769,0.97,1.3954415954415955,6.24,25.63
Staten Island,Bronx,PM,5,30,72,705,0.16,1.0,17.35,83.02
Queens,Staten Island,PM,5,30,48,1917,0.67,1.5066666666666666,26.3,90.97
Brooklyn,Manhattan,PM,12,0,31,1024,0.55,1.3119072708113804,99.79,33.5
Staten Island,Queens,PM,3,0,71,688,0.16,1.75,14.23,90.57
Brooklyn,Brooklyn,AM,4,45,13,1944,2.52,1.222879684418146,2.15,20.24
Bronx,Bronx,AM,6,45,21,1802,1.46,1.0404411764705883,2.89,22.08
Manhattan,EWR,AM,8,45,33,492,0.25,1.6376651982378854,17.19,96.3
Manhattan,Staten Island,PM,3,30,61,1548,0.42,1.2307692307692308,17.2,83.98
Manhattan,Queens,AM,11,15,33,1042,0.53,1.4866189989785494,16.6,52.54
Queens,Brooklyn,AM,2,15,25,871,0.57,1.3563829787234043,13.84,46.9
Brooklyn,Brooklyn,AM,5,0,13,595,0.74,1.1295843520782396,2.53,21.61
Manhattan,EWR,AM,9,0,34,838,0.42,1.646354733405876,17.45,97.5
Bronx,Staten Island,AM,10,30,58,0,0.0,1.0,26.2,81.75
Staten Island,Queens,PM,2,45,78,131,0.03,1.0,17.7,75.4
Bronx,Bronx,AM,7,0,21,816,0.65,1.08,2.87,22.6
Brooklyn,Manhattan,PM,7,15,25,705,0.46,1.4993564993564994,5.31,30.33
Manhattan,Staten Island,AM,12,45,38,793,0.35,1.471698113207547,17.89,73.0
Brooklyn,EWR,PM,3,0,67,1406,0.35,1.8571428571428572,18.58,101.15
Bronx,Queens,AM,4,15,24,470,0.32,1.0,9.23,50.66
Staten Island,Queens,AM,12,15,42,89,0.04,1.0,0.0,73.55
Staten Island,Staten Island,PM,4,30,36,2906,1.34,1.2222222222222223,1.66,50.52
Manhattan,Bronx,AM,9,15,26,1490,0.94,1.3501908396946565,7.94,33.92
Brooklyn,EWR,PM,2,45,61,1164,0.32,1.5,17.93,98.31
Bronx,Staten Island,PM,8,15,81,1178,0.24,1.0,13.4,81.55
Brooklyn,Manhattan,AM,5,0,27,909,0.56,1.1749049429657794,6.19,36.56
Brooklyn,Bronx,PM,3,15,71,1825,0.43,1.0,11.32,59.66
Queens,Queens,PM,3,30,19,869,0.76,1.4326981246218995,6.13,31.1
Bronx,Staten Island,AM,5,45,54,0,0.0,1.0,26.5,79.75
Queens,Manhattan,AM,2,15,27,527,0.32,1.5046242774566474,16.0,62.63
Brooklyn,Manhattan,AM,4,45,25,680,0.45,1.2074688796680495,6.05,34.96
Bronx,EWR,PM,8,30,55,0,0.0,1.0,29.9,122.8
Bronx,Brooklyn,PM,3,15,75,1439,0.32,1.0,7.38,59.47
Bronx,Bronx,PM,9,0,4,950,3.8,1.2737430167597763,2.0,23.54
Brooklyn,Bronx,AM,1,0,38,328,0.15,1.0,10.37,62.42
EWR,Queens,PM,6,0,77,0,0.0,1.0,35.73,180.72
Manhattan,Queens,PM,1,30,40,601,0.25,1.5245759690317322,12.95,56.17
Bronx,Bronx,PM,8,45,12,721,1.01,1.2906976744186047,2.06,26.74
Brooklyn,Brooklyn,PM,7,0,13,1422,1.86,1.3694147262429202,2.37,18.73
Bronx,Staten Island,PM,12,30,83,1138,0.23,1.0,20.38,104.36
Bronx,Brooklyn,AM,1,0,37,491,0.22,1.0,7.34,60.03
Queens,Brooklyn,PM,4,15,46,634,0.23,1.397381699168144,13.44,52.54
Manhattan,Staten Island,AM,8,15,51,1126,0.37,1.3225806451612905,18.41,81.52
Brooklyn,Brooklyn,PM,6,45,14,644,0.76,1.3725124378109452,2.31,18.22
Manhattan,Queens,AM,11,0,32,1094,0.57,1.4880929821236817,16.9,52.4
Manhattan,Brooklyn,PM,2,15,31,991,0.53,1.4126350051782808,6.58,34.1
Queens,Brooklyn,AM,2,0,26,728,0.47,1.4294670846394983,14.21,48.31
